13-Apr-21 12:34:50.874 [Solver] INFO  util.Progress> [Solving problem ...]
13-Apr-21 12:34:50.875 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.termination.GeneralTerminationCondition
13-Apr-21 12:34:50.877 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.solution.GeneralSolutionComparator
13-Apr-21 12:34:50.878 [Solver] INFO  solver.Solver> Using org.cpsolver.exam.heuristics.ExamNeighbourSelection
13-Apr-21 12:34:50.883 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralValueSelection
13-Apr-21 12:34:50.884 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralVariableSelection
13-Apr-21 12:34:50.900 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.perturbations.DefaultPerturbationsCounter
13-Apr-21 12:34:50.911 [Solver] INFO  util.JProf> Using wall time.
13-Apr-21 12:34:51.444 [Solver] INFO  solver.Solver> Initial solution:[
    Assigned variables: 0.00% (0/832)
    Iteration: 0
    Number of Exams: 832
    Number of Exams Requiring Alt Seating: 832
    Number of Periods: 64
    Number of Rooms: 32
    Number of Small Exams (Exams W/O Room): 0
    Number of Student Exams: 0
    Number of Students: 13642
    Number of Students with 1 meeting: 284
    Number of Students with 10 or more meetings: 4559
    Number of Students with 2 meetings: 242
    Number of Students with 3 meetings: 150
    Number of Students with 4 meetings: 131
    Number of Students with 5 meetings: 263
    Number of Students with 6 meetings: 613
    Number of Students with 7 meetings: 1188
    Number of Students with 8 meetings: 2465
    Number of Students with 9 meetings: 3747
    Overall solution value: 0.00
    Time: 0.00 min
  ]
13-Apr-21 12:34:51.445 [Solver] INFO  exam.Test> **BEST[0]** V:0/832 - T:0.00 [@P:�, BTB:0, DC:0, M2D:0, PI:�, PP:0, PS:�, RP:0, RSd:�, RSp:0, RSz:�, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.349 [Solver] INFO  exam.Test> **BEST[177]** V:177/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:56.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.352 [Solver] INFO  exam.Test> **BEST[178]** V:178/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.81, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:55.79, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.354 [Solver] INFO  exam.Test> **BEST[179]** V:179/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:55.52, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.359 [Solver] INFO  exam.Test> **BEST[180]** V:180/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:55.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.362 [Solver] INFO  exam.Test> **BEST[181]** V:181/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.82, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:54.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.364 [Solver] INFO  exam.Test> **BEST[182]** V:182/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.86, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:54.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.366 [Solver] INFO  exam.Test> **BEST[183]** V:183/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:54.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.369 [Solver] INFO  exam.Test> **BEST[184]** V:184/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:54.2, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.372 [Solver] INFO  exam.Test> **BEST[185]** V:185/832 - T:30601.00 [@P:�, BTB:0, DC:29, M2D:2, PI:15.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:54.01, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.376 [Solver] INFO  exam.Test> **BEST[186]** V:186/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:15.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:53.74, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.378 [Solver] INFO  exam.Test> **BEST[187]** V:187/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:16.07, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:53.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.381 [Solver] INFO  exam.Test> **BEST[188]** V:188/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:16.2, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:53.35, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.383 [Solver] INFO  exam.Test> **BEST[189]** V:189/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:16.27, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:53.15, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.386 [Solver] INFO  exam.Test> **BEST[190]** V:190/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:16.37, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:52.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.391 [Solver] INFO  exam.Test> **BEST[191]** V:191/832 - T:30601.01 [@P:�, BTB:0, DC:29, M2D:2, PI:16.47, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:52.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.393 [Solver] INFO  exam.Test> **BEST[192]** V:192/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.47, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:52.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.397 [Solver] INFO  exam.Test> **BEST[193]** V:193/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:52.37, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.401 [Solver] INFO  exam.Test> **BEST[194]** V:194/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:52.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.406 [Solver] INFO  exam.Test> **BEST[195]** V:195/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.48, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.91, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.410 [Solver] INFO  exam.Test> **BEST[196]** V:196/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.413 [Solver] INFO  exam.Test> **BEST[197]** V:197/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.57, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.415 [Solver] INFO  exam.Test> **BEST[198]** V:198/832 - T:30601.02 [@P:�, BTB:0, DC:29, M2D:2, PI:16.49, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.29, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.418 [Solver] INFO  exam.Test> **BEST[199]** V:199/832 - T:30601.03 [@P:�, BTB:0, DC:29, M2D:2, PI:16.49, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.420 [Solver] INFO  exam.Test> **BEST[200]** V:200/832 - T:30601.03 [@P:�, BTB:0, DC:29, M2D:2, PI:16.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.38, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.424 [Solver] INFO  exam.Test> **BEST[201]** V:201/832 - T:30601.03 [@P:�, BTB:0, DC:29, M2D:2, PI:16.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.18, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.426 [Solver] INFO  exam.Test> **BEST[202]** V:202/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.53, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:51.13, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.428 [Solver] INFO  exam.Test> **BEST[203]** V:203/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:50.9, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.433 [Solver] INFO  exam.Test> **BEST[204]** V:204/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.54, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:50.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.438 [Solver] INFO  exam.Test> **BEST[205]** V:205/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:50.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.441 [Solver] INFO  exam.Test> **BEST[206]** V:206/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:50.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.443 [Solver] INFO  exam.Test> **BEST[207]** V:207/832 - T:30601.04 [@P:�, BTB:0, DC:29, M2D:2, PI:16.58, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:50.1, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.445 [Solver] INFO  exam.Test> **BEST[208]** V:208/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.96, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.447 [Solver] INFO  exam.Test> **BEST[209]** V:209/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.85, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.449 [Solver] INFO  exam.Test> **BEST[210]** V:210/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.65, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.452 [Solver] INFO  exam.Test> **BEST[211]** V:211/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.76, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.454 [Solver] INFO  exam.Test> **BEST[212]** V:212/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.82, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.457 [Solver] INFO  exam.Test> **BEST[213]** V:213/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:49.04, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.459 [Solver] INFO  exam.Test> **BEST[214]** V:214/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:16.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.461 [Solver] INFO  exam.Test> **BEST[215]** V:215/832 - T:30601.05 [@P:�, BTB:0, DC:29, M2D:2, PI:17.08, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.79, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.463 [Solver] INFO  exam.Test> **BEST[216]** V:216/832 - T:30601.06 [@P:�, BTB:0, DC:29, M2D:2, PI:17.15, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.466 [Solver] INFO  exam.Test> **BEST[217]** V:217/832 - T:30601.06 [@P:�, BTB:0, DC:29, M2D:2, PI:17.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.4, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.469 [Solver] INFO  exam.Test> **BEST[218]** V:218/832 - T:30601.06 [@P:�, BTB:0, DC:29, M2D:2, PI:17.2, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.477 [Solver] INFO  exam.Test> **BEST[219]** V:219/832 - T:30601.06 [@P:�, BTB:0, DC:29, M2D:2, PI:17.28, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.17, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.479 [Solver] INFO  exam.Test> **BEST[220]** V:220/832 - T:30601.06 [@P:�, BTB:0, DC:29, M2D:2, PI:17.35, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:48.1, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.481 [Solver] INFO  exam.Test> **BEST[221]** V:221/832 - T:30601.07 [@P:�, BTB:0, DC:29, M2D:2, PI:17.38, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.97, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.483 [Solver] INFO  exam.Test> **BEST[222]** V:222/832 - T:30601.07 [@P:�, BTB:0, DC:29, M2D:2, PI:17.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.9, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.484 [Solver] INFO  exam.Test> **BEST[223]** V:223/832 - T:30601.07 [@P:�, BTB:0, DC:29, M2D:2, PI:17.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.71, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.486 [Solver] INFO  exam.Test> **BEST[224]** V:224/832 - T:30601.07 [@P:�, BTB:0, DC:29, M2D:2, PI:17.49, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.59, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.490 [Solver] INFO  exam.Test> **BEST[225]** V:225/832 - T:30601.07 [@P:�, BTB:0, DC:29, M2D:2, PI:17.48, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.491 [Solver] INFO  exam.Test> **BEST[226]** V:226/832 - T:30601.08 [@P:�, BTB:0, DC:29, M2D:2, PI:17.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.39, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.494 [Solver] INFO  exam.Test> **BEST[227]** V:227/832 - T:30601.09 [@P:�, BTB:0, DC:29, M2D:2, PI:17.44, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.75, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.496 [Solver] INFO  exam.Test> **BEST[228]** V:228/832 - T:30601.09 [@P:�, BTB:0, DC:29, M2D:2, PI:17.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.499 [Solver] INFO  exam.Test> **BEST[229]** V:229/832 - T:30601.09 [@P:�, BTB:0, DC:29, M2D:2, PI:17.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.48, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.501 [Solver] INFO  exam.Test> **BEST[230]** V:230/832 - T:30601.10 [@P:�, BTB:0, DC:29, M2D:2, PI:17.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.506 [Solver] INFO  exam.Test> **BEST[231]** V:231/832 - T:30601.10 [@P:�, BTB:0, DC:29, M2D:2, PI:17.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.509 [Solver] INFO  exam.Test> **BEST[232]** V:232/832 - T:30601.10 [@P:�, BTB:0, DC:29, M2D:2, PI:17.67, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.512 [Solver] INFO  exam.Test> **BEST[233]** V:233/832 - T:30601.10 [@P:�, BTB:0, DC:29, M2D:2, PI:17.74, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.515 [Solver] INFO  exam.Test> **BEST[234]** V:234/832 - T:30601.10 [@P:�, BTB:0, DC:29, M2D:2, PI:17.83, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.517 [Solver] INFO  exam.Test> **BEST[235]** V:235/832 - T:30601.12 [@P:�, BTB:0, DC:29, M2D:2, PI:17.83, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.518 [Solver] INFO  exam.Test> **BEST[236]** V:236/832 - T:30601.13 [@P:�, BTB:0, DC:29, M2D:2, PI:17.82, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.522 [Solver] INFO  exam.Test> **BEST[237]** V:237/832 - T:30601.13 [@P:�, BTB:0, DC:29, M2D:2, PI:17.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.46, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.527 [Solver] INFO  exam.Test> **BEST[238]** V:238/832 - T:30601.13 [@P:�, BTB:0, DC:29, M2D:2, PI:17.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.42, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.530 [Solver] INFO  exam.Test> **BEST[239]** V:239/832 - T:30601.14 [@P:�, BTB:0, DC:29, M2D:2, PI:18.04, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.532 [Solver] INFO  exam.Test> **BEST[240]** V:240/832 - T:30601.15 [@P:�, BTB:0, DC:29, M2D:2, PI:18.01, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.535 [Solver] INFO  exam.Test> **BEST[241]** V:241/832 - T:30601.15 [@P:�, BTB:0, DC:29, M2D:2, PI:18.1, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.539 [Solver] INFO  exam.Test> **BEST[242]** V:242/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.17, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.542 [Solver] INFO  exam.Test> **BEST[243]** V:243/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.12, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.61, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.545 [Solver] INFO  exam.Test> **BEST[244]** V:244/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.42, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.548 [Solver] INFO  exam.Test> **BEST[245]** V:245/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.27, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.550 [Solver] INFO  exam.Test> **BEST[246]** V:246/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:47.04, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.552 [Solver] INFO  exam.Test> **BEST[247]** V:247/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.556 [Solver] INFO  exam.Test> **BEST[248]** V:248/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.25, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.558 [Solver] INFO  exam.Test> **BEST[249]** V:249/832 - T:30601.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.26, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.560 [Solver] INFO  exam.Test> **BEST[250]** V:250/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.37, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.562 [Solver] INFO  exam.Test> **BEST[251]** V:251/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.564 [Solver] INFO  exam.Test> **BEST[252]** V:252/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.31, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:46.05, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.568 [Solver] INFO  exam.Test> **BEST[253]** V:253/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.572 [Solver] INFO  exam.Test> **BEST[254]** V:254/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.76, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.575 [Solver] INFO  exam.Test> **BEST[255]** V:255/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.38, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.578 [Solver] INFO  exam.Test> **BEST[256]** V:256/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.36, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.580 [Solver] INFO  exam.Test> **BEST[257]** V:257/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.582 [Solver] INFO  exam.Test> **BEST[258]** V:258/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.19, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.583 [Solver] INFO  exam.Test> **BEST[259]** V:259/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.36, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:45.03, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.587 [Solver] INFO  exam.Test> **BEST[260]** V:260/832 - T:30601.17 [@P:�, BTB:0, DC:29, M2D:2, PI:18.37, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.91, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.591 [Solver] INFO  exam.Test> **BEST[261]** V:261/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.38, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.81, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.593 [Solver] INFO  exam.Test> **BEST[262]** V:262/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.71, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.596 [Solver] INFO  exam.Test> **BEST[263]** V:263/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.4, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.599 [Solver] INFO  exam.Test> **BEST[264]** V:264/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.48, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.601 [Solver] INFO  exam.Test> **BEST[265]** V:265/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.603 [Solver] INFO  exam.Test> **BEST[266]** V:266/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.45, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.606 [Solver] INFO  exam.Test> **BEST[267]** V:267/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:44.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.608 [Solver] INFO  exam.Test> **BEST[268]** V:268/832 - T:30601.18 [@P:�, BTB:0, DC:29, M2D:2, PI:18.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.99, iBTB:0, iDC:0, iM2D:0]
